"","page","searchengine","pageviews","segment.id","segment.name"
"325","Countries & Territories with Active Local Zika Virus Transmission | Zika virus | CDC","Google - Cote D'Ivoire",1,"",""
"326","Countries & Territories with Active Local Zika Virus Transmission | Zika virus | CDC","Rambler",1,"",""
"327","Countries & Territories with Active Local Zika Virus Transmission | Zika virus | CDC","Yahoo! - Hong Kong",1,"",""
"328","Countries & Territories with Active Local Zika Virus Transmission | Zika virus | CDC","Searchalot",1,"",""
"329","Zika Virus | CDC","Google",99751,"",""
"330","Zika Virus | CDC","::unspecified::",75676,"",""
"331","Zika Virus | CDC","Google - Canada",17719,"",""
"332","Zika Virus | CDC","Google - United Kingdom",5427,"",""
"333","Zika Virus | CDC","Microsoft Bing",5227,"",""
"334","Zika Virus | CDC","Yahoo!",2384,"",""
"335","Zika Virus | CDC","Google Search App",1623,"",""
"336","Zika Virus | CDC","Google - Philippines",1383,"",""
"337","Zika Virus | CDC","Google - Australia",995,"",""
"338","Zika Virus | CDC","Google - India",818,"",""
"339","Zika Virus | CDC","Google - Belgium",785,"",""
"340","Zika Virus | CDC","Google - Ireland",699,"",""
"341","Zika Virus | CDC","Google - Mexico",689,"",""
"342","Zika Virus | CDC","Google - Sweden",627,"",""
"343","Zika Virus | CDC","Google - Germany",623,"",""
"344","Zika Virus | CDC","Google - Netherlands",517,"",""
"345","Zika Virus | CDC","Google - Singapore",473,"",""
"346","Zika Virus | CDC","Google - Puerto Rico",401,"",""
"347","Zika Virus | CDC","Google - Thailand",400,"",""
"348","Zika Virus | CDC","Google - Hong Kong",384,"",""
"349","Zika Virus | CDC","Google - Brasil",377,"",""
"350","Zika Virus | CDC","Google - Switzerland",364,"",""
"351","Zika Virus | CDC","Google - Italy",334,"",""
"352","Zika Virus | CDC","Google - France",323,"",""
"353","Zika Virus | CDC","Google - South Africa",315,"",""
"354","Zika Virus | CDC","Google - Finland",288,"",""
"355","Zika Virus | CDC","Google - Japan",288,"",""
"356","Zika Virus | CDC","Google - New Zealand",284,"",""
"357","Zika Virus | CDC","Google - Israel",281,"",""
"358","Zika Virus | CDC","Google - Norway",277,"",""
"359","Zika Virus | CDC","Google - Korea",270,"",""
"360","Zika Virus | CDC","Google - Spain",249,"",""
"361","Zika Virus | CDC","Google - Denmark",248,"",""
"362","Zika Virus | CDC","Google - Poland",238,"",""
"363","Zika Virus | CDC","Google - Taiwan",219,"",""
"364","Zika Virus | CDC","Google - Portugal",214,"",""
"365","Zika Virus | CDC","Google - United Arab Emirates",205,"",""
"366","Zika Virus | CDC","MyWay.com",203,"",""
"367","Zika Virus | CDC","Google - Pakistan",202,"",""
"368","Zika Virus | CDC","Google - Indonesia",201,"",""
"369","Zika Virus | CDC","Google - Trinidad and Tobago",184,"",""
"370","Zika Virus | CDC","Google - Romania",182,"",""
"371","Zika Virus | CDC","Google - Argentina",181,"",""
"372","Zika Virus | CDC","Google - Nigeria",180,"",""
"373","Zika Virus | CDC","Google - Viet Nam",157,"",""
"374","Zika Virus | CDC","Google - Chile",141,"",""
"375","Zika Virus | CDC","Google - Dominican Republic",138,"",""
"376","Zika Virus | CDC","Google - Turkey",136,"",""
"377","Zika Virus | CDC","DuckDuckGo",133,"",""
"378","Zika Virus | CDC","Google - Jamaica",129,"",""
"379","Zika Virus | CDC","Google - Greece",128,"",""
"380","Zika Virus | CDC","Ask Jeeves",120,"",""
"381","Zika Virus | CDC","Google - Malaysia",119,"",""
"382","Zika Virus | CDC","Google - Saudi Arabia",104,"",""
"383","Zika Virus | CDC","Google - Colombia",100,"",""
"384","Zika Virus | CDC","Google - Czech Republic",94,"",""
"385","Zika Virus | CDC","Google - Ghana",86,"",""
"386","Zika Virus | CDC","Baidu",85,"",""
"387","Zika Virus | CDC","Google - Austria",83,"",""
"388","Zika Virus | CDC","Google - Nepal",77,"",""
"389","Zika Virus | CDC","Google - Egypt",74,"",""
"390","Zika Virus | CDC","Google - Hungary",66,"",""
"391","Zika Virus | CDC","Google - Sri Lanka",64,"",""
"392","Zika Virus | CDC","Google - The Bahamas",61,"",""
"393","Zika Virus | CDC","AOL.com Search",60,"",""
"394","Zika Virus | CDC","Google - Slovenia",58,"",""
"395","Zika Virus | CDC","Google - Serbia",57,"",""
"396","Zika Virus | CDC","Google - Bulgaria",54,"",""
"397","Zika Virus | CDC","Google - Cyprus",53,"",""
"398","Zika Virus | CDC","Google - Slovakia",51,"",""
"399","Zika Virus | CDC","Google - Estonia",50,"",""
"400","Zika Virus | CDC","Google - Iraq",49,"",""
"401","Zika Virus | CDC","Google - Latvia",46,"",""
"402","Zika Virus | CDC","Google - Peru",44,"",""
"403","Zika Virus | CDC","Google - Island",43,"",""
"404","Zika Virus | CDC","Google - Lebanon",42,"",""
"405","Zika Virus | CDC","Google - Belize",41,"",""
"406","Zika Virus | CDC","Google - Ecuador",41,"",""
"407","Zika Virus | CDC","Google - Russia",40,"",""
"408","Zika Virus | CDC","Google - Guatemala",38,"",""
"409","Zika Virus | CDC","Google - Luxembourg",31,"",""
"410","Zika Virus | CDC","Yahoo! - Japan",31,"",""
"411","Zika Virus | CDC","Google - Honduras",30,"",""
"412","Zika Virus | CDC","Google - Ethiopia",29,"",""
"413","Zika Virus | CDC","Google - Nicaragua",29,"",""
"414","Zika Virus | CDC","Google - Lithuania",28,"",""
"415","Zika Virus | CDC","Google - Antigua and Barbuda",26,"",""
"416","Zika Virus | CDC","Google - Zimbabwe",25,"",""
"417","Zika Virus | CDC","Google - Ukraine",23,"",""
"418","Zika Virus | CDC","Google - Bahrain",21,"",""
"419","Zika Virus | CDC","Google - Guyana",21,"",""
"420","Zika Virus | CDC","Google - Jersey",21,"",""
"421","Zika Virus | CDC","Google - Myanmar",20,"",""
"422","Zika Virus | CDC","Google - Venezuela",20,"",""
"423","Zika Virus | CDC","Google - Cambodia",20,"",""
"424","Zika Virus | CDC","Google - Bangladesh",20,"",""
"425","Zika Virus | CDC","Google - Croatia",20,"",""
"426","Zika Virus | CDC","Google - Kuwait",19,"",""
"427","Zika Virus | CDC","Naver",19,"",""
"428","Zika Virus | CDC","Google - American Samoa",18,"",""
"429","Zika Virus | CDC","Google - Uruguay",18,"",""
"430","Zika Virus | CDC","Google - El Salvador",17,"",""
"431","Zika Virus | CDC","Google - Bosnia-Hercegovina",16,"",""
"432","Zika Virus | CDC","Google - Saint Vincent and the Grenadine",15,"",""
"433","Zika Virus | CDC","Google - Azerbaijan",15,"",""
"434","Zika Virus | CDC","Google - Malta",15,"",""
"435","Zika Virus | CDC","Google - Repulic of Georgia",15,"",""
"436","Zika Virus | CDC","Haosou (so.com)",14,"",""
"437","Zika Virus | CDC","Google - Mauritius",14,"",""
"438","Zika Virus | CDC","Google - Brunei",13,"",""
"439","Zika Virus | CDC","Google - Afghanistan",13,"",""
"440","Zika Virus | CDC","Google - British Virgin Islands",13,"",""
"441","Zika Virus | CDC","Google - Jordan",12,"",""
"442","Zika Virus | CDC","Google - Maldives",11,"",""
"443","Zika Virus | CDC","Google - Namibia",11,"",""
"444","Zika Virus | CDC","Google - Haiti",11,"",""
"445","Zika Virus | CDC","Google - Micronesia",10,"",""
"446","Zika Virus | CDC","Google - Zambia",10,"",""
"447","Zika Virus | CDC","Yahoo! - Canada",10,"",""
"448","Zika Virus | CDC","Google - Palestinian territories",9,"",""
"449","Zika Virus | CDC","Google - Laos",9,"",""
"450","Zika Virus | CDC","Google - Mongolia",9,"",""
"451","Zika Virus | CDC","Google - Dominica",9,"",""
"452","Zika Virus | CDC","Google - Algerie",8,"",""
"453","Zika Virus | CDC","AVG Secure Search",8,"",""
"454","Zika Virus | CDC","Google - Kazakhstan",7,"",""
"455","Zika Virus | CDC","Google - Belarus",6,"",""
"456","Zika Virus | CDC","Google - Botswana",6,"",""
"457","Zika Virus | CDC","Google - Panama",6,"",""
"458","Zika Virus | CDC","Google - Armenia",6,"",""
"459","Zika Virus | CDC","MSN",6,"",""
"460","Zika Virus | CDC","Google - Tunisia",5,"",""
"461","Zika Virus | CDC","Google - Rwanda",5,"",""
"462","Zika Virus | CDC","Google - Libya",5,"",""
"463","Zika Virus | CDC","Yahoo! - Philippines",5,"",""
"464","Zika Virus | CDC","Google - Cameroun",4,"",""
"465","Zika Virus | CDC","Google - Anguilla",4,"",""
"466","Zika Virus | CDC","Dogpile",4,"",""
"467","Zika Virus | CDC","Google - Papua New Guinea",3,"",""
"468","Zika Virus | CDC","Google - Tanzania",3,"",""
"469","Zika Virus | CDC","Earthlink Search",3,"",""
"470","Zika Virus | CDC","Sogou",3,"",""
"471","Zika Virus | CDC","Google - Solomon Islands",3,"",""
"472","Zika Virus | CDC","Google - Paraguay",3,"",""
"473","Zika Virus | CDC","Google - Senegal",3,"",""
"474","Zika Virus | CDC","Yahoo! - Taiwan",3,"",""
"475","Zika Virus | CDC","Yahoo! - Australia",3,"",""
"476","Zika Virus | CDC","Yandex.ru",3,"",""
"477","Zika Virus | CDC","alot.com",2,"",""
"478","Zika Virus | CDC","m.baidu.com",2,"",""
"479","Zika Virus | CDC","Google - Crna Gora",2,"",""
"480","Zika Virus | CDC","Google - Samoa",2,"",""
"481","Zika Virus | CDC","Google - Djibouti",2,"",""
"482","Zika Virus | CDC","Google - Cook Islands",2,"",""
"483","Zika Virus | CDC","Google - Cuba",2,"",""
"484","Zika Virus | CDC","Google - Kenya",2,"",""
"485","Zika Virus | CDC","Google - Lesotho",2,"",""
"486","Zika Virus | CDC","Google - Burundi",2,"",""
"487","Zika Virus | CDC","Google - Kyrgyzstan",2,"",""
"488","Zika Virus | CDC","Google - Virgin Islands",2,"",""
"489","Zika Virus | CDC","Yahoo! - Malaysia",2,"",""
"490","Zika Virus | CDC","Seznam.cz",2,"",""
"491","Zika Virus | CDC","BT",1,"",""
"492","Zika Virus | CDC","au",1,"",""
"493","Zika Virus | CDC","Google - Guadeloupe",1,"",""
"494","Zika Virus | CDC","Google - Isle of Gibraltar",1,"",""
"495","Zika Virus | CDC","Yahoo! - New Zealand",1,"",""
"496","Zika Virus | CDC","Google - Cote D'Ivoire",1,"",""
"497","Zika Virus | CDC","Yahoo! - Indonesia",1,"",""
"498","Zika Virus | CDC","Yahoo! - India",1,"",""
"499","Zika Virus | CDC","Yahoo! - Spanish (US : Telemundo)",1,"",""
"500","Zika Virus | CDC","Yahoo! - Singapore",1,"",""
"501","Zika Virus | CDC","Google - Guernsey",1,"",""
"502","Zika Virus | CDC","Reference.com",1,"",""
"503","Zika Virus | CDC","Google - Costa Rica",1,"",""
"504","Zika Virus | CDC","Yahoo! - UK and Ireland",1,"",""
"505","Zika Virus | CDC","Yahoo! - Spain",1,"",""
"506","Zika Virus | CDC","Yahoo! - France",1,"",""
"507","Advice for people living in or traveling to South Florida | Zika virus | CDC","Google",68298,"",""
"508","Advice for people living in or traveling to South Florida | Zika virus | CDC","::unspecified::",51676,"",""
"509","Advice for people living in or traveling to South Florida | Zika virus | CDC","Google - Canada",11135,"",""
"510","Advice for people living in or traveling to South Florida | Zika virus | CDC","Google - United Kingdom",3262,"",""
"511","Advice for people living in or traveling to South Florida | Zika virus | CDC","Microsoft Bing",2287,"",""
"512","Advice for people living in or traveling to South Florida | Zika virus | CDC","Yahoo!",1557,"",""
"513","Advice for people living in or traveling to South Florida | Zika virus | CDC","Google Search App",1037,"",""
"514","Advice for people living in or traveling to South Florida | Zika virus | CDC","Google - Germany",453,"",""
"515","Advice for people living in or traveling to South Florida | Zika virus | CDC","Google - Sweden",411,"",""
"516","Advice for people living in or traveling to South Florida | Zika virus | CDC","Google - Netherlands",350,"",""
"517","Advice for people living in or traveling to South Florida | Zika virus | CDC","Google - Norway",261,"",""
"518","Advice for people living in or traveling to South Florida | Zika virus | CDC","Google - Ireland",234,"",""
"519","Advice for people living in or traveling to South Florida | Zika virus | CDC","Google - Switzerland",232,"",""
"520","Advice for people living in or traveling to South Florida | Zika virus | CDC","Google - Denmark",195,"",""
"521","Advice for people living in or traveling to South Florida | Zika virus | CDC","Google - Australia",190,"",""
"522","Advice for people living in or traveling to South Florida | Zika virus | CDC","Google - France",186,"",""
"523","Advice for people living in or traveling to South Florida | Zika virus | CDC","Google - Israel",165,"",""
"524","Advice for people living in or traveling to South Florida | Zika virus | CDC","Google - Finland",157,"",""
"525","Advice for people living in or traveling to South Florida | Zika virus | CDC","Google - India",154,"",""
"526","Advice for people living in or traveling to South Florida | Zika virus | CDC","Google - Belgium",120,"",""
"527","Advice for people living in or traveling to South Florida | Zika virus | CDC","DuckDuckGo",111,"",""
"528","Advice for people living in or traveling to South Florida | Zika virus | CDC","Google - Italy",105,"",""
"529","Advice for people living in or traveling to South Florida | Zika virus | CDC","Google - Philippines",103,"",""
"530","Advice for people living in or traveling to South Florida | Zika virus | CDC","Google - Argentina",80,"",""
"531","Advice for people living in or traveling to South Florida | Zika virus | CDC","Google - Mexico",70,"",""
"532","Advice for people living in or traveling to South Florida | Zika virus | CDC","MyWay.com",66,"",""
"533","Advice for people living in or traveling to South Florida | Zika virus | CDC","Google - Chile",65,"",""
"534","Advice for people living in or traveling to South Florida | Zika virus | CDC","Google - Turkey",63,"",""
"535","Advice for people living in or traveling to South Florida | Zika virus | CDC","Google - Austria",55,"",""
"536","Advice for people living in or traveling to South Florida | Zika virus | CDC","Google - South Africa",52,"",""
"537","Advice for people living in or traveling to South Florida | Zika virus | CDC","Google - Spain",52,"",""
"538","Advice for people living in or traveling to South Florida | Zika virus | CDC","AOL.com Search",52,"",""
"539","Advice for people living in or traveling to South Florida | Zika virus | CDC","Google - Czech Republic",49,"",""
"540","Advice for people living in or traveling to South Florida | Zika virus | CDC","Google - Brasil",49,"",""
"541","Advice for people living in or traveling to South Florida | Zika virus | CDC","Ask Jeeves",48,"",""
"542","Advice for people living in or traveling to South Florida | Zika virus | CDC","Google - Hong Kong",46,"",""
